Card 1: 22 28 37 54 61 62 66 82 89 |  1  2  6  9 19 24 30 31 48 53 55 56 65 68 75 79 89 95 97 99
Card 2:  5 15 43 48 57 64 70 84 89 |  3  5 10 12 16 20 21 24 26 31 44 52 59 61 63 71 86 94 95 100
Card 3: 10 16 27 75 85 87 94 97 98 |  4 12 19 21 26 35 38 41 44 47 50 53 58 61 63 64 65 69 72 92
Card 4:  1  9 29 63 67 71 74 77 96 |  9 14 15 22 23 24 32 40 41 43 45 55 72 77 78 80 81 86 98 100
Card 5:  5 21 31 48 53 67 85 87 88 |  2  7  8  9 21 32 34 37 45 49 53 57 62 63 65 72 76 86 95 100
Card 6:  5  9 22 32 38 44 51 54 85 |  4  7 18 19 20 28 33 47 48 55 62 63 68 75 77 83 84 94 96 99
Card 7:  2 18 36 40 62 69 76 93 99 |  4 13 17 18 19 24 32 33 34 42 49 51 52 54 75 76 83 88 92 97
Card 8:  4 10 16 17 19 37 58 83 84 |  6  8 22 24 26 29 39 42 49 51 64 65 69 71 78 80 91 96 97 100
Card 9:  2  9 23 50 51 60 73 92 98 |  6 13 20 30 32 33 38 40 41 50 63 65 70 71 74 77 78 90 93 96
Card 10:  8 38 40 42 66 67 77 90 95 |  3  9 10 14 25 26 41 42 46 54 58 65 68 72 79 80 81 84 85 98
Card 11: 50 52 57 61 66 67 83 88 91 |  4  6  7 10 29 30 31 32 36 42 50 52 55 56 59 63 76 85 91 93
Card 12:  5 11 23 48 62 63 81 84 92 | 28 32 34 40 49 50 58 62 64 68 78 79 80 81 86 88 90 94 98 100
Card 13:  1 12 19 21 26 40 41 51 92 | 11 14 22 23 27 39 43 48 49 56 60 67 71 75 80 83 87 88 91 96
Card 14:  4 11 20 25 33 34 42 66 88 | 21 23 26 31 35 36 49 50 51 52 56 59 60 65 77 79 80 86 89 92
Card 15:  3  5 13 25 28 45 48 81 91 |  1  6 10 13 18 19 22 25 31 40 48 51 57 58 59 65 70 75 78 90
Card 16:  7 25 40 52 54 56 68 71 74 |  3  8 10 11 20 25 29 32 56 60 64 68 69 74 75 78 80 85 96 98
Card 17: 20 35 37 39 44 46 61 63 87 |  2  5  8  9 10 13 21 24 25 35 36 46 47 64 66 75 81 82 86 87
Card 18:  5 14 21 30 46 52 69 84 88 |  6 11 25 26 28 29 33 42 46 53 55 65 68 69 78 81 82 83 89 94
Card 19:  3 21 23 36 48 57 62 64 91 |  2  8 15 23 27 28 34 40 46 47 50 60 69 78 79 83 87 88 90 100
Card 20:  4 21 24 49 69 78 83 96 97 | 11 23 27 29 31 37 46 47 52 53 58 65 66 70 72 77 86 95 99 100
Card 21:  4 17 47 55 74 75 86 95 97 | 14 16 21 27 28 31 38 48 55 60 64 66 67 69 79 83 85 95 97 99
Card 22: 24 25 28 29 33 49 56 63 84 |  1  5  6 18 19 21 27 29 34 39 44 49 51 57 59 62 69 76 94 95
Card 23: 26 30 38 59 63 74 75 86 94 |  4  8 10 17 43 46 48 50 58 60 62 64 71 73 77 81 87 89 92 98
Card 24: 14 16 26 33 48 59 84 94 97 | 10 14 17 18 19 27 28 32 34 38 40 43 66 77 79 82 83 88 96 97
Card 25:  5 28 43 64 67 84 88 92 99 |  2  3  8 16 19 25 30 34 37 48 53 57 66 77 78 84 90 91 93 97
Card 26:  3 47 48 56 63 65 69 71 82 |  3 12 19 20 29 30 45 52 57 59 63 66 75 76 82 83 93 96 97 100
Card 27:  2  7 22 28 35 39 42 43 89 |  2  3 15 16 20 21 22 24 26 27 29 52 59 69 71 80 81 83 90 98
Card 28: 11 13 27 29 32 56 73 74 77 |  2  5  6 11 24 39 41 46 52 54 62 64 67 74 75 82 85 88 90 99
Card 29: 21 33 34 38 44 48 61 68 93 |  7 12 15 18 20 34 35 37 38 40 42 50 57 63 75 84 85 87 93 97
Card 30:  7 14 30 48 55 66 81 89 96 |  3  5  6 21 24 26 28 39 43 47 55 56 61 64 65 72 78 81 93 99
Card 31:  2 22 28 30 32 44 58 84 86 | 11 19 24 25 36 37 43 46 48 49 62 68 77 84 87 89 90 95 97 99
Card 32:  8 22 32 39 42 49 51 72 93 |  4 16 22 25 27 28 30 35 49 56 64 66 74 79 81 84 86 90 96 99
Card 33:  7 17 18 38 49 50 67 85 99 |  1  7 10 12 15 22 23 38 42 53 58 59 61 66 75 82 84 92 97 98
Card 34:  1 15 36 45 51 71 90 94 99 |  1  6 12 18 21 22 27 33 34 36 41 44 45 46 53 60 68 81 84 90
Card 35:  4  6 23 28 42 45 65 74 89 | 13 17 22 23 26 28 30 33 40 42 50 51 53 71 78 80 88 92 94 98
Card 36:  6 30 32 38 39 42 56 94 96 |  2  7 11 16 22 24 25 49 57 59 60 63 71 72 79 80 89 92 93 99
Card 37:  1  4 19 40 67 81 82 93 99 |  9 12 19 21 24 29 34 39 47 51 53 57 63 73 74 78 82 84 96 98
Card 38: 15 34 41 46 51 69 72 96 99 |  7 11 25 26 31 36 38 41 44 48 59 61 66 69 71 74 83 85 88 99
Card 39: 30 41 54 62 69 76 79 96 97 | 13 22 23 24 27 32 33 34 35 55 62 65 68 69 70 77 81 86 93 97
Card 40:  9 12 15 27 38 73 78 81 83 |  2 22 24 25 31 34 51 54 56 65 66 69 71 80 82 87 88 89 90 99
Card 41:  2 26 34 38 49 54 85 86 92 |  8 21 30 33 34 37 44 47 48 51 55 63 66 68 76 81 86 87 93 94
Card 42: 14 22 24 29 30 43 75 84 99 |  5  6  7 11 19 22 23 24 39 41 49 51 60 62 68 73 77 78 87 93
Card 43: 22 24 49 50 52 58 76 81 83 |  6  7 11 13 15 16 23 27 35 44 49 52 62 66 71 83 84 86 87 94
Card 44: 19 33 46 64 67 68 74 97 99 |  7  8 12 13 32 37 41 51 53 58 59 62 74 80 83 84 91 95 98 99
Card 45: 30 31 34 35 55 61 72 74 95 |  4  9 12 16 25 36 37 41 44 47 49 56 58 64 81 84 86 88 97 100
Card 46: 10 30 34 41 43 50 55 61 68 | 10 12 14 18 19 23 26 48 52 63 66 67 68 70 71 80 81 92 96 97
Card 47:  3 22 25 27 30 36 54 64 84 |  5  7 12 15 26 32 35 37 43 51 52 73 75 77 89 90 94 95 97 98
Card 48:  8 45 48 50 55 62 63 84 96 |  3  4  5  7 11 17 34 35 41 50 60 63 70 71 75 76 81 88 91 97
Card 49:  6 17 22 24 40 41 77 93 96 |  4  5 11 12 21 29 33 34 45 49 50 56 61 66 67 68 73 79 82 89
Card 50: 10 28 32 44 63 69 82 86 95 |  1  2  6 10 18 19 21 22 24 29 34 51 62 68 74 75 82 83 85 91
Card 51:  7 17 19 26 41 47 62 82 83 |  5 24 27 32 34 35 36 37 39 44 45 47 48 50 54 68 71 77 82 86
Card 52: 20 29 41 44 53 70 74 77 83 |  2  5  7 19 20 21 30 55 56 59 64 67 68 71 74 78 83 87 88 96
Card 53:  6 16 44 62 65 67 68 70 72 |  3  9 16 23 24 32 34 37 40 41 43 45 55 57 60 61 82 87 92 94
Card 54: 24 29 46 56 62 66 78 84 89 | 10 11 20 22 26 32 38 40 41 46 49 50 58 61 63 71 73 79 93 99
Card 55:  8 29 39 42 48 67 74 79 87 |  1  3  4 10 15 22 23 27 39 42 50 58 69 77 82 85 88 93 97 98
Card 56: 10 21 31 51 56 79 87 88 89 |  3  5 10 11 18 26 27 53 56 57 62 63 73 76 79 80 84 87 88 100
Card 57:  1  8 17 26 40 45 73 83 94 |  9 13 23 34 39 46 51 53 58 66 70 72 76 80 81 92 93 98 99 100
Card 58:  6  7 17 29 40 54 56 62 83 |  5 10 12 29 34 38 40 45 50 55 59 62 69 77 81 82 83 89 92 98
Card 59:  2  3 13 20 44 48 56 71 93 |  8 14 16 17 19 24 26 34 40 45 51 57 58 59 66 77 82 85 89 94
Card 60:  5 10 11 19 21 47 56 58 73 |  9 10 20 24 28 30 36 37 40 42 47 48 54 56 62 65 77 78 83 99
Card 61:  3 25 35 36 50 70 71 79 84 | 12 16 21 25 27 30 35 39 47 57 58 59 73 80 81 83 84 87 90 93
Card 62:  1  6  9 13 30 44 60 80 83 |  1 13 16 17 28 39 43 46 56 57 59 66 68 71 78 79 80 81 93 97
Card 63:  4 18 26 32 36 57 60 66 67 |  4 11 14 16 18 20 24 27 32 39 48 50 53 58 63 65 72 73 94 97
Card 64: 21 30 46 59 65 75 76 86 99 |  2  6 16 17 23 24 35 38 43 48 50 63 68 70 75 77 81 85 90 95
Card 65: 19 32 36 41 50 70 86 90 93 |  1  4  5 13 15 37 38 42 48 54 59 60 66 67 68 77 78 89 91 98
Card 66:  2  4  9 10 11 17 29 31 52 |  5 12 14 20 21 26 32 40 52 54 56 59 63 69 73 76 80 84 86 92
Card 67:  5 10 11 29 32 46 54 64 92 |  2  3  9 14 17 20 29 30 32 42 49 51 55 56 59 66 70 80 88 95
Card 68:  1  7 11 12 15 58 63 64 77 |  1  9 13 15 19 22 29 30 31 35 39 61 67 68 78 85 95 96 97 100
Card 69: 37 56 59 61 63 72 75 78 91 |  6 19 26 28 35 43 44 47 61 64 71 73 74 76 78 81 84 86 87 97
Card 70: 11 21 39 40 43 52 67 69 70 |  3 11 12 16 24 31 38 48 49 50 59 61 64 72 76 80 81 82 95 99
Card 71:  8 16 23 45 54 55 59 74 78 |  4  7 10 12 14 15 24 25 29 31 33 39 44 45 46 51 59 68 79 100
Card 72: 10 22 23 33 35 46 60 89 90 |  6  8  9 10 13 18 24 29 37 48 53 58 61 64 71 72 83 84 96 98
Card 73: 14 21 26 50 61 73 80 85 90 |  2  4  7  8  9 22 25 35 38 42 49 55 56 60 65 69 71 97 98 99
Card 74:  2 20 24 57 60 68 79 93 98 |  7 12 15 16 19 24 29 36 41 46 54 60 65 75 80 81 82 87 93 97
Card 75:  8 18 35 45 72 79 83 91 95 |  3  7 11 13 14 17 18 20 21 22 24 42 45 48 49 75 78 82 92 99
Card 76: 16 44 48 55 77 78 81 87 88 |  3  4 15 22 23 24 25 26 28 33 35 43 53 57 66 74 92 95 96 97
Card 77: 17 32 34 47 48 49 51 58 87 | 10 13 17 18 25 29 41 44 46 52 55 58 61 69 73 75 77 80 93 100
Card 78:  9 26 29 30 31 59 62 84 86 |  4  5 10 20 21 27 32 44 50 51 54 57 58 74 76 81 82 90 95 96
Card 79: 14 30 34 43 53 71 81 85 96 | 10 15 20 23 26 36 38 42 53 57 67 72 74 76 79 89 90 94 97 98
Card 80:  4 27 33 69 71 73 81 92 94 |  2 16 21 26 31 35 43 56 59 62 68 69 74 79 85 89 91 94 96 97
Card 81:  1  8 22 34 38 61 64 74 97 |  4  7 11 21 34 41 44 52 56 59 67 70 71 73 87 90 91 93 99 100
Card 82: 11 18 21 23 58 59 67 94 95 |  2  6 15 22 25 32 36 37 43 44 47 52 64 65 76 77 91 92 95 97
Card 83: 12 19 40 49 69 76 82 89 90 |  8 13 20 22 25 40 41 42 43 53 58 62 63 67 74 76 79 80 88 91
Card 84: 15 19 35 37 49 62 70 92 98 |  3  9 10 19 24 26 29 37 40 59 60 68 69 72 80 82 91 97 98 100
Card 85:  9 13 25 28 29 35 65 68 98 | 16 17 23 24 27 29 32 40 48 52 53 55 64 65 70 77 82 92 95 96
Card 86: 11 15 24 47 48 55 65 67 74 |  3  8 19 23 32 35 37 42 51 53 57 59 75 77 79 85 90 92 93 98
Card 87: 17 29 30 35 43 44 47 58 82 |  1 11 13 15 18 20 26 50 51 52 59 61 66 82 88 89 94 95 96 99
Card 88: 10 12 36 39 48 68 75 76 83 |  2  6  7 10 14 27 28 35 36 38 41 42 46 62 65 70 76 90 92 98
Card 89:  6 30 31 51 69 70 77 83 96 |  5 14 16 17 22 25 29 35 36 37 41 47 56 62 68 85 88 90 96 97
Card 90:  7 10 24 35 44 53 58 61 94 |  5 12 14 18 34 42 48 50 53 55 56 57 69 72 73 74 75 86 91 99
Card 91:  6 15 28 30 53 62 83 88 90 |  8 11 21 31 32 34 35 36 44 48 49 52 58 60 72 74 77 78 94 100
Card 92:  4 12 13 16 19 34 61 69 75 |  3  6 10 11 21 25 34 49 54 56 60 72 74 75 81 83 87 89 93 97
Card 93: 14 17 24 33 53 57 77 81 96 |  3  4  5  6 10 13 15 16 30 33 34 54 60 62 63 70 75 80 89 94
Card 94: 11 31 37 48 50 71 77 91 97 |  2 13 20 22 25 33 35 51 55 56 62 64 67 68 72 73 76 78 96 97
Card 95: 10 20 22 24 50 68 71 74 99 |  5 10 11 16 27 29 32 38 60 63 66 69 71 73 77 80 84 86 88 94
Card 96:  6 41 54 59 66 69 89 94 97 |  5  7 13 14 15 17 20 30 32 38 45 47 49 50 60 64 70 71 80 81
Card 97: 15 18 30 47 58 59 83 97 98 |  6 11 20 23 25 29 30 31 35 40 50 54 60 63 64 81 83 89 92 99
Card 98: 12 26 32 52 57 70 71 79 94 |  2  3  6 11 28 31 41 44 46 60 62 67 79 81 85 87 91 92 95 97
Card 99:  2 17 52 59 69 72 83 85 97 |  3  5 10 20 29 33 36 38 40 44 46 48 50 52 57 59 60 70 71 98
Card 100: 12 35 42 43 63 73 81 85 89 |  3 14 18 19 22 29 40 41 42 44 46 59 61 62 64 67 68 80 93 99
Card 101: 30 43 56 68 76 85 86 94 96 |  7 12 14 16 28 36 37 48 56 64 65 70 74 76 84 88 90 97 98 99
Card 102:  8 10 39 44 61 70 72 79 86 |  4  5  6  9 13 24 25 27 41 46 56 64 69 71 72 74 86 88 95 99
Card 103:  7 20 36 40 48 58 68 85 92 |  4 14 15 16 17 19 25 26 28 32 35 41 48 71 81 85 88 91 92 98
Card 104: 10 18 19 25 30 73 75 86 93 |  6  8 11 17 19 32 33 36 38 39 44 45 48 50 56 60 61 65 81 89
Card 105:  1 13 19 39 61 65 82 91 97 |  7  9 14 16 19 24 29 38 50 54 55 58 64 67 74 79 84 85 94 95
Card 106: 12 16 28 48 57 65 73 94 99 |  1  4 21 22 38 42 44 52 54 55 59 69 73 78 82 84 86 92 94 99
Card 107: 15 19 46 48 66 68 70 78 97 | 10 11 17 23 26 28 33 40 43 49 50 52 54 61 64 66 82 88 89 100
Card 108:  8 18 35 38 44 50 66 77 86 |  8  9 18 28 47 53 57 61 68 69 71 72 74 76 78 84 90 92 98 100
Card 109:  2  3  8 18 28 63 88 90 91 |  1  3  5  6  7 10 23 47 54 60 61 70 77 78 82 87 93 95 98 99
Card 110: 12 29 30 31 38 42 72 84 89 |  2  3 21 39 41 46 50 56 60 64 68 72 74 77 82 83 88 89 91 94
Card 111:  7 22 43 70 73 74 88 90 99 |  3 17 21 24 26 28 31 35 36 43 53 59 60 62 78 86 87 94 97 99
Card 112:  3  4  7 11 26 56 62 69 82 |  2  9 10 12 35 49 50 53 56 59 61 67 71 73 77 78 79 83 97 100
Card 113: 23 50 58 59 66 70 77 82 87 |  5  6  8 10 20 33 35 37 40 50 54 59 62 67 68 73 81 85 89 98
Card 114:  4 23 35 38 46 58 69 75 76 |  3  8 12 18 22 26 27 30 42 49 56 61 64 73 76 84 86 89 91 96
Card 115: 14 26 29 71 77 82 86 91 92 |  2  4  5  6 11 16 20 23 29 33 37 41 43 46 52 64 71 85 91 99
Card 116: 11 16 27 33 49 59 61 81 94 |  3 23 24 29 32 36 43 50 56 58 59 60 70 71 75 79 85 93 95 96
Card 117:  4 12 33 37 41 42 64 65 98 |  2 19 21 22 26 30 32 33 45 47 50 51 52 57 66 71 81 86 87 100
Card 118: 15 43 51 53 62 74 76 80 81 |  3  6  8 11 13 26 42 43 45 46 47 48 49 52 74 80 87 95 99 100
Card 119:  5  8 28 38 66 70 76 83 96 |  3  6 10 19 25 27 32 36 41 44 45 47 51 53 60 62 65 88 93 100
Card 120:  2  7 45 63 64 68 69 75 78 |  8 12 20 21 25 27 29 32 33 45 49 51 57 59 60 62 64 90 92 98
Card 121:  1 26 32 60 66 72 77 90 96 |  2  6 16 21 36 38 41 46 51 55 57 58 69 75 78 82 86 91 92 94
Card 122: 14 34 35 43 55 56 62 77 99 |  2  3 17 23 29 30 38 41 45 48 52 53 55 59 64 75 82 83 87 90
Card 123: 27 30 36 44 62 69 72 89 95 | 10 13 35 50 52 55 60 66 67 69 76 77 80 81 82 83 89 93 98 99
Card 124:  3 11 15 22 25 28 61 77 88 |  4 11 12 17 18 19 21 24 26 38 45 49 56 61 73 79 80 83 88 97
Card 125:  1 14 26 38 42 54 62 66 91 |  4 17 19 23 30 35 38 43 54 55 57 65 68 73 77 81 82 86 92 98
Card 126:  5 16 20 26 31 32 38 54 63 |  5 11 21 27 30 31 33 42 46 56 58 63 71 72 76 78 80 86 87 89
Card 127: 10 11 12 21 43 59 64 92 98 |  1  2  4  7 21 24 28 29 33 35 43 51 53 59 62 81 87 94 98 100
Card 128:  3  5 13 33 50 63 74 82 86 |  1  4  5  7 12 17 37 43 48 49 54 61 66 67 71 72 81 86 89 94
Card 129:  1 12 20 38 60 66 67 82 99 |  2  6  9 11 18 20 21 27 28 35 38 41 66 72 75 76 77 83 87 91
Card 130: 15 26 34 37 41 46 92 96 99 |  2  8  9 11 14 28 34 43 46 47 49 58 59 60 62 76 77 79 86 89
Card 131:  1 19 30 36 57 64 72 93 94 |  4 18 19 20 26 27 29 39 57 59 60 65 79 81 83 85 86 93 94 97
Card 132:  5 29 35 55 78 83 85 95 98 | 15 23 26 31 47 48 49 56 63 70 71 75 76 84 85 87 91 95 97 98
Card 133:  2  7 15 17 28 29 37 56 77 | 14 15 18 26 27 33 35 40 46 47 51 56 57 59 68 71 78 92 96 98
Card 134: 25 31 40 41 47 74 84 85 87 |  4  9 14 17 22 23 24 37 42 50 52 54 55 56 65 75 76 78 80 83
Card 135:  2 20 27 31 33 39 46 61 68 |  2  3 12 13 25 27 31 33 37 39 41 60 62 65 72 73 76 83 90 97
Card 136:  1 24 26 29 71 83 86 89 91 |  1  5  6  7  9 15 16 19 23 25 27 48 50 62 72 76 79 84 96 98
Card 137:  6 16 17 20 37 38 50 90 96 |  7  8  9 11 12 14 16 18 20 40 42 43 44 48 49 62 69 70 94 95
Card 138: 37 44 47 50 52 63 67 68 95 |  6 16 26 32 35 43 44 49 50 52 53 61 63 69 72 80 83 92 94 99
Card 139: 14 18 19 30 35 57 70 82 94 |  7  8 12 14 16 17 19 28 39 44 62 64 65 71 74 75 82 87 92 100
Card 140:  4  9 33 69 71 72 78 89 91 | 16 24 29 32 38 43 47 48 51 65 67 69 71 78 79 83 86 91 95 97
Card 141:  9 14 18 25 43 46 54 58 90 |  2  8 13 17 22 28 32 33 34 37 40 44 45 52 53 64 71 72 93 96
Card 142:  8 34 46 56 57 58 61 84 92 |  1 25 29 30 35 38 43 45 46 48 58 68 72 74 75 77 81 82 94 97
Card 143:  4 11 12 21 45 49 56 80 89 |  3  7  8 14 15 27 35 46 53 54 58 61 67 69 70 80 81 82 83 89
Card 144:  4  6 14 20 50 74 83 87 99 |  2  8 15 16 21 27 28 46 48 58 61 67 70 77 81 88 91 94 97 99
Card 145:  5  7 15 36 38 66 79 81 93 |  1  6  7 11 22 24 30 31 37 41 47 49 53 56 70 71 73 83 85 96
Card 146: 12 19 27 29 32 59 64 90 97 |  7 10 12 26 29 35 40 46 54 64 71 72 75 78 81 83 84 87 95 99
Card 147:  9 13 20 23 24 34 37 65 86 |  3  5  7  8 11 16 18 22 29 31 38 43 51 52 54 63 73 77 85 86
Card 148: 14 27 29 42 72 73 82 83 93 | 12 31 34 35 39 41 42 44 54 57 62 66 76 78 80 83 87 91 93 99
Card 149:  6 35 36 42 46 54 72 90 93 |  7 10 27 32 34 38 41 44 50 52 53 55 59 60 69 73 77 94 97 98
Card 150:  4 12 25 37 38 41 47 58 68 |  7 10 14 18 23 26 27 31 35 37 40 60 62 73 74 81 84 91 94 100
Card 151:  6 10 12 20 49 55 57 73 83 |  3 24 26 32 34 40 44 52 56 63 65 66 73 82 83 86 88 94 97 98
Card 152:  8 12 22 41 45 46 61 64 92 | 16 21 24 25 27 32 36 37 40 41 42 46 49 52 64 73 74 81 96 99
Card 153: 15 34 50 53 59 62 82 90 95 |  4 17 19 20 35 37 40 42 50 55 64 67 78 82 84 87 89 94 97 99
Card 154: 17 31 32 53 58 59 82 94 97 |  8  9 11 13 22 30 35 38 42 44 51 56 67 76 77 80 84 94 95 96
Card 155:  2  7  8 11 51 68 74 90 96 |  2  4  7  9 12 15 18 26 29 31 42 48 49 51 62 64 70 75 76 99
Card 156:  9 15 17 18 50 57 64 80 88 | 14 17 20 23 31 32 34 38 42 43 48 53 54 55 65 70 71 83 88 91
Card 157:  2  3 18 21 48 55 59 63 70 |  5 24 26 32 35 45 59 62 63 65 66 69 70 71 73 82 84 93 96 97
Card 158:  3 12 49 53 60 63 85 95 99 | 13 14 23 37 38 41 46 51 52 53 55 58 59 60 67 68 75 83 92 99
Card 159:  3 20 44 47 53 69 72 79 86 |  1 13 18 25 34 36 39 46 57 65 67 69 70 71 72 79 83 90 91 94
Card 160:  1  2 30 31 34 42 60 82 88 |  1  5  6 11 14 18 42 43 56 58 61 65 69 77 81 86 88 91 95 97
Card 161:  8 16 31 38 47 48 66 72 85 |  7 16 18 26 27 29 31 36 38 47 56 57 62 66 68 70 81 85 97 98
Card 162:  3  5  8 25 26 34 46 65 90 |  1  5  7 15 16 20 25 28 46 48 50 58 60 69 79 89 91 93 95 97
Card 163: 28 32 35 79 80 82 84 87 95 |  6  9 11 18 43 44 46 48 49 52 64 68 69 70 72 74 75 89 92 100
Card 164:  3  6  8  9 33 39 45 91 95 |  6 12 24 34 36 37 41 42 47 53 61 64 68 69 78 81 86 87 92 96
Card 165: 13 16 30 36 57 58 62 66 98 |  7 11 13 21 34 35 36 37 38 43 45 48 50 52 54 68 71 80 92 97
Card 166:  1  2  9 15 34 35 37 39 66 | 17 18 19 22 25 36 46 51 52 54 55 57 62 65 66 73 85 86 90 100
Card 167:  3  5 15 29 35 53 82 89 96 |  8  9 23 31 33 34 36 37 40 49 60 73 75 77 88 89 92 94 98 99
Card 168:  3 13 26 27 31 48 51 59 65 |  3 13 21 25 29 32 33 37 40 41 42 48 60 70 72 76 82 86 89 95
Card 169:  5 16 18 19 21 30 73 82 87 |  1  5 11 16 19 23 24 31 39 46 53 57 64 81 82 83 85 89 91 95
Card 170:  1  2 24 31 50 51 75 86 87 |  4 12 17 20 29 35 36 39 40 49 51 57 77 80 81 83 84 89 93 95
Card 171: 12 26 37 44 54 82 90 91 94 |  4  7  9 13 15 16 23 32 40 51 58 59 72 74 75 80 81 86 95 98
Card 172:  2  6 18 46 59 68 82 85 86 |  1 10 25 30 37 40 42 49 50 53 55 66 67 72 76 77 82 84 85 95
Card 173: 32 46 49 51 70 75 80 93 94 |  4  5 13 19 27 28 32 41 43 54 56 61 62 66 76 77 78 79 83 94
Card 174: 13 32 34 68 82 84 86 90 95 |  6  9 11 13 15 36 37 55 60 68 70 71 73 76 85 86 92 95 98 100
Card 175:  4  8 33 43 44 60 70 83 84 |  4 10 18 23 27 34 41 50 53 55 59 61 62 63 64 65 77 90 92 98
Card 176: 37 51 62 63 73 78 82 86 90 |  5 11 17 25 27 28 30 31 35 36 46 47 50 55 68 77 85 87 91 94
Card 177:  8 19 29 30 60 64 73 80 98 |  1  3  7 13 15 21 23 24 26 29 32 33 36 44 47 54 59 87 92 95
Card 178:  4 11 12 33 41 48 55 59 76 |  2 11 12 30 34 43 44 45 46 49 50 62 64 65 66 77 80 89 90 98
Card 179:  3 20 37 40 42 46 76 85 96 |  2  4  6 11 22 26 31 34 45 49 51 52 54 55 58 63 70 71 75 78
Card 180: 14 18 35 45 53 65 80 84 92 |  3  5  6 11 16 31 43 44 49 52 61 63 71 75 89 91 94 97 99 100
Card 181:  5  7  9 26 45 52 57 74 79 |  3  4  8  9 16 20 21 24 32 40 42 53 55 56 66 69 71 80 92 94
Card 182:  4 14 32 34 41 45 56 74 99 |  3  6  9 14 23 25 28 29 30 33 34 46 48 63 72 78 81 88 89 92
Card 183:  8 13 29 44 51 59 71 79 99 |  3  6 10 11 12 17 20 27 30 36 43 46 47 54 62 67 81 84 90 99
Card 184: 13 19 22 27 34 60 62 63 73 |  3 12 13 18 19 22 27 28 38 48 50 51 52 53 54 68 74 78 81 91
Card 185: 12 20 29 42 49 57 76 80 97 |  3  5 18 20 24 27 28 37 39 43 47 48 63 73 74 76 78 86 92 99
Card 186:  3  5 23 33 35 68 71 75 93 |  1 11 12 15 17 39 40 42 45 46 47 48 58 63 67 76 78 83 93 99
Card 187:  3  7 24 38 40 47 52 61 63 |  1  2  3  4 14 28 29 31 32 34 35 36 53 61 62 63 72 82 87 93
Card 188: 10 12 45 58 76 86 94 98 99 |  3  9 15 46 51 52 55 56 57 59 68 75 76 80 85 89 90 95 96 98
Card 189: 17 32 41 43 46 60 66 70 84 |  4 15 28 29 30 32 34 36 47 48 51 54 55 58 68 82 90 91 92 95
Card 190:  5  6  8 15 22 30 69 78 90 |  1  5  7  9 11 12 25 38 43 53 55 67 68 70 72 83 91 93 94 95
Card 191: 20 37 40 44 52 63 67 71 79 |  2 10 12 14 17 18 19 20 23 24 25 33 35 40 49 54 67 72 75 97
